ZIP,UNITS,_ - community_area,_ - community_area_number,_ - property_type,_ - property_name,_ - address,_ - phone_number,_ - management_company,_ - x_coordinate,_ - y_coordinate,_ - latitude,_ - longitude,_ - :@computed_region_awaf_s7ux,_ - :@computed_region_43wa_7qmu,_ - :@computed_region_vrxf_vc4k,_ - :@computed_region_6mkv_f3dw,_ - :@computed_region_bdys_3d7i,_ - location - latitude,_ - location - longitude,_ - location - human_address
60647,3,West Town,22,ARO,St. Paul Western Lofts,1741 N. Western Ave.,773-327-4975,33 Realty,1160128.527,1911668.447,41.91332611,-87.68715329,24,40,25,22535,298,41.9133261116844,-87.68715328833,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,3,Oakland,36,Multifamily,Lakefront Phase II,1110 E. Bowen Ave.,773-548-8795,"Urban Property Advisors, LLC",1184252.736,1877396.348,41.81874892,-87.59960335,1,10,2,4301,220,41.8187489217312,-87.5996033526626,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,3,Logan Square,22,Multifamily,Tierra Linda Apts.,1812 N. Drake Ave.,773-276-5338,LUCHA,1152491.947,1911884.938,41.91407463,-87.71520284,10,41,23,22535,351,41.9140746342917,-87.7152028390309,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,16,Humboldt Park,23,Multifamily,Rosa Parks Apts.,3341 W. Ohio St.,773-227-6332,Bickerdike Apts.,1153814.924,1903755.65,41.89174085,-87.71055924,41,46,24,21572,177,41.8917408492721,-87.7105592394886,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60622,2,West Town,24,ARO,945 Western,945 N. Western Ave.,773-278-8078,Wicker Park Apartments Inc.,1160270.739,1906410.572,41.89889515,-87.68677643,16,41,25,21560,541,41.8988951503,-87.6867764252445,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,6,Humboldt Park,23,Multifamily,Nelson Mandela Apts.,607 N. Sawyer Ave.,773-227-6332,Bickerdike Apts.,1154639.548,1903911.993,41.89215341,-87.70752657,41,46,24,21572,177,41.8921534052465,-87.7075265659001,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60657,1,Lake View,6,ARO,913 School Apts.,913 W. School St.,630.715.2285,Quad Realty Group,1169418.134,1922062.554,41.94165093,-87.65272231,38,25,57,4449,731,41.94165092770152,-87.65272230772611,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,15,Humboldt Park,23,Multifamily,Rosa Parks Apts.,532 N. Trumbull Ave.,773-227-6332,Bickerdike Apts.,1153240.184,1903567.266,41.89123533,-87.71267502,41,46,24,21572,584,41.8912353311207,-87.7126750162555,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60660,93,Edgewater,77,Senior,Hollywood House Apts.,5700 N. Sheridan Road,773-728-2600,Heartland Housing,1168565.916,1938087.01,41.9856411,-87.65538854,40,16,76,4451,14,41.9856410954285,-87.6553885441269,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60626,57,Rogers Park,1,Multifamily,The Concord at Sheridan,6438 N. Sheridan Road,773-856-0451,The Habitat Co.,1167067.259,1942855.196,41.99875752,-87.66076276,46,5,10,21853,48,41.99875752497431,-87.66076275537927,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60615,60,Grand Boulevard,38,Senior,Evans Langley,727 E. 50th Pl,312-368-8610,"Metroplex, Inc.",1182079.08,1871653.126,41.80303973,-87.60775489,1,10,4,21192,165,41.8030397258336,-87.6077548851795,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,60,Grand Boulevard,38,Multifamily,Bronzeville Family Apts.,400 E. 41st St.,773-924-2100,Peoples Co-Op Management Service,1179638.248,1877940.683,41.8203495,-87.61651411,12,9,4,4301,625,41.820349500309,-87.6165141094717,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,4,Uptown,3,ARO,4801 N. Ravenswood Ave.,4801 N. Ravenswood Ave.,773-929-7050,Hayes Properties Inc.,1163544.414,1931973.688,41.9689735,-87.67403032,13,18,31,22616,610,41.968973497819,-87.6740303235896,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60605,8,Near South Side,33,ARO,1400 S Wabash,1400 S. Wabash Ave.,312-739-3005,Greystar,1176949.91,1893820.089,41.86398489,-87.62589624,,,,,,,,
60621,57,Englewood,68,People with Disabilities,Victoria Jennings Residences,624 W. 61st St.,773-994-3690,"HSR Property Services, LLC",1173046.575,1864479.47,41.78355891,-87.6410929,53,2,66,21559,22,41.7835589091867,-87.6410928974706,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,8,Uptown,3,ARO,The Winnie,4740 N. Winthrop Ave.,872-204-1909,The FLATS,1167968.379,1931816.995,41.96844895,-87.6577681,37,39,31,22616,241,41.96844895460098,-87.65776810408943,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60661,61,Near West Side,28,Supportive,Lake Street Studios,727 W. Lake St.,312-274-8200,Interfaith Housing Corp.,1171177.974,1901637.395,41.8855647,-87.64685508,41,46,29,4452,784,41.8855647009563,-87.6468550832448,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,3,Humboldt Park,23,Multifamily,Nelson Mandela Apts.,528 N. Troy St.,773-227-6332,Bickerdike Apts.,1155237.316,1903580.685,41.89123228,-87.70534012,41,46,24,21184,177,41.891232279869,-87.7053401173226,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60622,3,West Town,24,Multifamily,Tierra Linda Apts.,1421 N. Artesian Ave.,773-276-5338,LUCHA,1159853.176,1909475.952,41.90731543,-87.68822545,24,41,25,21560,302,41.9073154253631,-87.6882254516982,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60631,1,Edison Park,9,ARO,Devon 7240 W,7240 W Devon Ave,312-806-0150,Eagle National Management,1126979.172373469,1942152.379,41.99759826,-87.80825276,34,29,77,22243,654,41.9975982587448,-87.8082527576838,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,98,Uptown,3,Senior,Kenmore Senior Housing,5040 N. Kenmore Ave.,773-769-3006,The Habitat Co.,1168292.832,1934023.29,41.97449607,-87.65651102,40,16,31,22616,634,41.9744960684983,-87.6565110221041,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60609,6,Douglas,35,Multifamily,Park Boulevard IIA,3612 S. State St.,773-548-8792,"Urban Property Advisors, LLC",1176848.892,1880973.883,41.82873626,-87.62665512,12,9,1,14924,353,41.8287362551999,-87.6266551179107,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60601,7,Loop,32,ARO,Millie on Michigan,300 N. Michigan Ave.,312-878-0300,Magellan Property Management,1177210.923,1902164.231,41.8868758,-87.62468519,22,36,38,14309,580,41.88687579539163,-87.62468518670747,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60629,60,Chicago Lawn,66,Senior,Churchview Manor Independent Living,2626 W. 63rd St.,773-925-0730,Greater Southwest Dev. Corp.,1159807.028,1862817.69,41.77928099,-87.68967949,44,2,64,21867,111,41.779280990198,-87.689679486435,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,34,Washington Park,40,Senior,St. Edmund's Tower Annex,6151 S. Michigan Ave.,773-493-2411,St. Edmund's Redevelopment Corp.,1178260.931,1864074.92,41.782332,-87.62198764,53,4,7,22260,404,41.7823319979281,-87.6219876398255,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60619,32,Greater Grand Crossing,69,Artist Housing,Dorchester Art + Housing Collaborative,1450 E. 70th St.,773-324-2270,Leasing & Management Co. Inc.,1187273.42,1858913.338,41.76795883,-87.58910953,32,33,39,22260,416,41.7679588344507,-87.5891095264366,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,6,Humboldt Park,23,Multifamily,Rosa Parks Apts.,3215 W. Huron St.,773-227-6332,Bickerdike Apts.,1154724.086,1904442.811,41.89360833,-87.70720187,41,46,24,21572,177,41.8936083276263,-87.707201866607,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60615,24,Grand Boulevard,38,Multifamily,Cornerstone Apts.,731 E. 50th Pl,312-577-5555,The Community Builders Inc.,1182124.435,1871654.416,41.80304222,-87.60758851,1,10,4,21192,165,41.803042215953,-87.6075885067614,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60622,17,West Town,22,People with Disabilities,Crystal Courts/Anixter Center,1122 N. California Ave.,773-489-2417,Anixter Center,1157480.326,1907439.713,41.90177645,-87.69699748,10,49,25,21560,301,41.90177644987999,-87.6969974803004,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,38,Uptown,3,Supportive Housing,Sarah's on Sheridan,1005 W. Leland Ave.,312-913-7400,Sarah's Circle,1168715.467,1931350.065,41.96715149,-87.65503471,37,39,31,22616,241,41.967151487077,-87.6550347050185,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,5,Uptown,3,ARO,The Ainslie,4914 N. Clark St.,312-600-4501,Honore Properties,1165171.809,1933139.263,41.97213736,-87.66801316,37,18,31,22616,610,41.9721373560187,-87.668013158017,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,6,Woodlawn,42,Multifamily,65th Street Apts.,848-58 E. 65th St.,773-684-2056,"Urban Property Advisors, LLC",1183196.24,1862140.115,41.77690925,-87.60395378,53,4,9,22260,347,41.7769092522879,-87.6039537769831,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60638,87,Garfield Ridge,56,Senior,Senior Suites of Garfield Ridge,5839 S. Harlem Ave.,773-229-1533,Senior Lifestyle Corp.,1129403.745,1864822.912,41.78535412,-87.801098,35,6,53,22268,589,41.7853541248735,-87.8010979955144,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60621,24,Greater Grand Crossing,69,Multifamily,Englewood Gardens,6956 S. Vincennes Ave.,773-994-4830,"East Lake Management Group, Inc.",1176891.268,1858664.434,41.76751603,-87.62717205,31,32,67,21559,513,41.7675160251626,-87.6271720534562,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,6,Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3114 W. Franklin Blvd.,773-227-6332,Bickerdike Apts.,1155445.176,1903206.5,41.8902013,-87.70458681,41,46,24,21184,177,41.8902013034932,-87.7045868112095,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,96,Uptown,3,Supportive Housing,Major Jenkins Apts.,5012 N. Winthrop Ave.,773-506-3486,Mercy Housing,1167919.615,1933730.438,41.97370056,-87.65789194,40,16,31,22616,634,41.9737005572223,-87.6578919355485,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
